M,theta,beta_ l,beta_u,gamma
2.000000,0,29.998652,90.000000
2.000000,1,30.810720,89.400131
2.000000,2,31.645929,88.797935
2.000000,3,32.505363,88.192574
2.000000,4,33.390152,87.582283
2.000000,5,34.301537,86.965118
2.000000,6,35.240902,86.339127
2.000000,7,36.209824,85.702187
2.000000,8,37.210133,85.051971
2.000000,9,38.243984,84.385880
2.000000,10,39.310436,83.700989
2.000000,11,40.421593,82.993950
2.000000,12,41.574718,82.260910
2.000000,13,42.774933,81.497398
2.000000,14,44.028557,80.684219
2.000000,15,45.341732,79.831711
2.000000,16,46.730602,78.921501
2.000000,17,48.203583,77.938766
2.000000,18,49.782017,76.862297
2.000000,19,51.506264,75.660065
2.000000,20,53.422878,74.280022
2.000000,21,55.643459,72.590576
2.000000,22,58.441750,70.334908
3.000000,0,19.471161,90.000000
3.000000,1,20.157545,89.649918
3.000000,2,20.866735,89.299591
3.000000,3,21.598965,88.947624
3.000000,4,22.350245,88.595016
3.000000,5,23.131067,88.238899
3.000000,6,23.934479,87.880730
3.000000,7,24.761026,87.519234
3.000000,8,25.611067,87.153770
3.000000,9,26.484859,86.783684
3.000000,10,27.382624,86.408279
3.000000,11,28.304579,86.026779
3.000000,12,29.250982,85.638367
3.000000,13,30.222139,85.242165
3.000000,14,31.218445,84.837189
3.000000,15,32.240398,84.422386
3.000000,16,33.288628,83.996567
3.000000,17,34.363930,83.558411
3.000000,18,35.467304,83.106468
3.000000,19,36.598049,82.639084
3.000000,20,37.762547,82.154396
3.000000,21,38.959591,81.638474
3.000000,22,40.191769,81.106468
3.000000,23,41.462303,80.546997
3.000000,24,42.775276,79.955513
3.000000,25,44.135929,79.326355
3.000000,26,45.548435,78.652245
3.000000,27,47.030262,77.923599
3.000000,28,48.585979,77.127434
3.000000,29,50.236500,76.245468
3.000000,30,52.008678,75.250847
3.000000,31,53.963642,74.071724
3.000000,32,56.181931,72.642944
3.000000,33,58.904522,70.720299
3.000000,34,63.619423,66.834854
4.000000,0,14.477330,90.000000
4.000000,1,15.131224,89.719948
4.000000,2,15.812570,89.440216
4.000000,3,16.512680,89.158508
4.000000,4,17.253542,88.876282
4.000000,5,18.019283,88.593369
4.000000,6,18.810785,88.307137
4.000000,7,19.628254,88.019493
4.000000,8,20.471539,87.729233
4.000000,9,21.340302,87.435936
4.000000,10,22.234104,87.139153
4.000000,11,23.152483,86.838417
4.000000,12,24.094969,86.533218
4.000000,13,25.061115,86.223022
4.000000,14,26.050528,85.907257
4.000000,15,27.062876,85.585281
4.000000,16,28.097914,85.256432
4.000000,17,29.155493,84.919945
4.000000,18,30.235592,84.575027
4.000000,19,31.338301,84.220772
4.000000,20,32.463898,83.856194
4.000000,21,33.612064,83.480179
4.000000,22,34.785252,83.091507
4.000000,23,35.983223,82.688774
4.000000,24,37.207207,82.270439
4.000000,25,38.458782,81.820442
4.000000,26,39.739960,81.359024
4.000000,27,41.053307,80.873283
4.000000,28,42.402081,80.359474
4.000000,29,43.790508,79.812950
4.000000,30,45.223812,79.227859
4.000000,31,46.710087,78.596611
4.000000,32,48.258446,77.909172
4.000000,33,49.883030,77.151833
4.000000,34,51.603939,76.305115
4.000000,35,53.451744,75.340225
4.000000,36,55.495647,74.161285
4.000000,37,57.838730,72.703484
4.000000,38,60.818504,70.630356
6.000000,0,9.594043,90.000000
6.000000,1,10.223108,89.765671
6.000000,2,10.903803,89.532166
6.000000,3,11.619548,89.296326
6.000000,4,12.371658,89.060066
6.000000,5,13.159681,88.823219
6.000000,6,13.982396,88.585655
6.000000,7,14.838227,88.344795
6.000000,8,15.725440,88.102921
6.000000,9,16.642244,87.858803
6.000000,10,17.583202,87.612144
6.000000,11,18.555538,87.362587
6.000000,12,19.551704,87.109779
6.000000,13,20.570530,86.853348
6.000000,14,21.610872,86.592896
6.000000,15,22.671675,86.327980
6.000000,16,23.752005,86.058136
6.000000,17,24.851070,85.782875
6.000000,18,25.968239,85.501648
6.000000,19,27.103027,85.213867
6.000000,20,28.255123,84.918884
6.000000,21,29.424379,84.615990
6.000000,22,30.610825,84.304405
6.000000,23,31.814663,83.983261
6.000000,24,33.036297,83.651604
6.000000,25,34.276333,83.308350
6.000000,26,35.535606,82.952301
6.000000,27,36.815247,82.582100
6.000000,28,38.116665,82.181900
6.000000,29,39.441673,81.772804
6.000000,30,40.792530,81.342033
6.000000,31,42.172073,80.886444
6.000000,32,43.583935,80.402153
6.000000,33,45.032719,79.884308
6.000000,34,46.524426,79.326759
6.000000,35,48.067043,78.721466
6.000000,36,49.671501,78.057693
6.000000,37,51.353264,77.320625
6.000000,38,53.135239,76.488983
6.000000,39,55.053345,75.500664
6.000000,40,57.188240,74.319153
6.000000,41,59.681667,72.779922
6.000000,42,63.077602,70.305626
7.000000,0,8.205708,90.000000
7.000000,1,8.846374,89.774963
7.000000,2,9.527699,89.550850
7.000000,3,10.251856,89.324341
7.000000,4,11.018197,89.097404
7.000000,5,11.824979,88.869926
7.000000,6,12.665864,88.641754
7.000000,7,13.549297,88.410751
7.000000,8,14.464210,88.178642
7.000000,9,15.409028,87.944443
7.000000,10,16.381809,87.707855
7.000000,11,17.380518,87.468567
7.000000,12,18.403200,87.226242
7.000000,13,19.448057,86.980530
7.000000,14,20.513506,86.731071
7.000000,15,21.598171,86.477455
7.000000,16,22.700903,86.219261
7.000000,17,23.820765,85.956024
7.000000,18,24.957018,85.687241
7.000000,19,26.109108,85.412392
7.000000,20,27.276678,85.130859
7.000000,21,28.459539,84.842018
7.000000,22,29.657671,84.545151
7.000000,23,30.871237,84.239479
7.000000,24,32.100574,83.924118
7.000000,25,33.346214,83.598114
7.000000,26,34.608891,83.260376
7.000000,27,35.889580,82.909691
7.000000,28,37.189518,82.544701
7.000000,29,38.510265,82.147987
7.000000,30,39.853760,81.743225
7.000000,31,41.222412,81.316406
7.000000,32,42.619247,80.864281
7.000000,33,44.048061,80.382851
7.000000,34,45.513290,79.867096
7.000000,35,47.022533,79.310600
7.000000,36,48.582966,78.704979
7.000000,37,50.206577,78.038948
7.000000,38,51.909931,77.296822
7.000000,39,53.717804,76.455956
7.000000,40,55.669628,75.445915
7.000000,41,57.856430,74.227409
7.000000,42,60.449120,72.605377
7.000000,43,64.283546,69.737671
8.000000,0,7.178994,90.000000
8.000000,1,7.815617,89.780914
8.000000,2,8.501713,89.562836
8.000000,3,9.230407,89.342293
8.000000,4,10.018455,89.121353
8.000000,5,10.845999,88.899872
8.000000,6,11.713071,88.677704
8.000000,7,12.617647,88.454727
8.000000,8,13.556806,88.227150
8.000000,9,14.527379,87.999298
8.000000,10,15.526300,87.769150
8.000000,11,16.550776,87.536423
8.000000,12,17.598339,87.300789
8.000000,13,18.666872,87.061928
8.000000,14,19.754585,86.819473
8.000000,15,20.860003,86.573059
8.000000,16,21.981918,86.322266
8.000000,17,23.119383,86.066666
8.000000,18,24.271664,85.805794
8.000000,19,25.438232,85.539131
8.000000,20,26.618753,85.266129
8.000000,21,27.813063,84.986168
8.000000,22,29.021160,84.698586
8.000000,23,30.243221,84.402649
8.000000,24,31.479576,84.097534
8.000000,25,32.730743,83.782341
8.000000,26,33.997433,83.456070
8.000000,27,35.280548,83.117569
8.000000,28,36.581245,82.765579
8.000000,29,37.900974,82.385109
8.000000,30,39.241489,81.996284
8.000000,31,40.604988,81.587006
8.000000,32,41.994190,81.154358
8.000000,33,43.412468,80.694794
8.000000,34,44.864079,80.203896
8.000000,35,46.354576,79.676079
8.000000,36,47.891109,79.104141
8.000000,37,49.483414,78.478554
8.000000,38,51.145077,77.786285
8.000000,39,52.895901,77.008942
8.000000,40,54.766369,76.119377
8.000000,41,56.816120,75.019890
8.000000,42,59.151684,73.658051
8.000000,43,62.093243,71.714523
